instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt_hourly,cnt_day,hourly_ratio,cnt_day_scaled
14277,2012-08-23,3,1,8,1,0,4,1,1,25.419999999999998,28.79,83.0,0.0,10,15,25,7765,0.003219575016097875,3.8825
14278,2012-08-23,3,1,8,2,0,4,1,1,25.419999999999998,28.79,83.0,0.0,9,11,20,7765,0.0025756600128783,3.8825
14279,2012-08-23,3,1,8,3,0,4,1,1,25.419999999999998,28.79,83.0,6.0032,3,6,9,7765,0.001159047005795235,3.8825
14280,2012-08-23,3,1,8,4,0,4,1,1,25.419999999999998,28.79,83.0,0.0,0,6,6,7765,0.00077269800386349,3.8825
14281,2012-08-23,3,1,8,5,0,4,1,1,25.419999999999998,28.79,83.0,0.0,1,36,37,7765,0.004764971023824855,3.8825
14282,2012-08-23,3,1,8,6,0,4,1,2,24.599999999999998,27.275,88.0,6.0032,14,178,192,7765,0.02472633612363168,3.8825
14283,2012-08-23,3,1,8,7,0,4,1,2,25.419999999999998,28.79,83.0,6.0032,18,463,481,7765,0.06194462330972312,3.8825
14284,2012-08-23,3,1,8,8,0,4,1,2,27.060000000000002,31.06,74.0,6.0032,45,662,707,7765,0.09104958145524791,3.8825
14285,2012-08-23,3,1,8,9,0,4,1,2,28.7,32.574999999999996,70.0,0.0,58,354,412,7765,0.05305859626529298,3.8825
14286,2012-08-23,3,1,8,10,0,4,1,1,30.34,34.089999999999996,57.99999999999999,6.0032,76,157,233,7765,0.030006439150032194,3.8825
14287,2012-08-23,3,1,8,11,0,4,1,1,31.16,34.089999999999996,48.0,6.0032,86,192,278,7765,0.03580167417900837,3.8825
14288,2012-08-23,3,1,8,12,0,4,1,1,31.98,34.089999999999996,38.0,0.0,97,235,332,7765,0.04275595621377978,3.8825
14289,2012-08-23,3,1,8,13,0,4,1,1,33.62,36.364999999999995,38.0,6.0032,93,253,346,7765,0.04455891822279459,3.8825
14290,2012-08-23,3,1,8,14,0,4,1,1,31.98,34.849999999999994,46.0,15.001299999999999,114,191,305,7765,0.039278815196394076,3.8825
14291,2012-08-23,3,1,8,15,0,4,1,1,31.98,34.849999999999994,46.0,8.9981,104,201,305,7765,0.039278815196394076,3.8825
14292,2012-08-23,3,1,8,16,0,4,1,1,31.16,34.089999999999996,48.0,11.0014,121,344,465,7765,0.05988409529942048,3.8825
14293,2012-08-23,3,1,8,17,0,4,1,1,31.16,34.089999999999996,45.0,15.001299999999999,111,709,820,7765,0.1056020605280103,3.8825
14294,2012-08-23,3,1,8,18,0,4,1,1,30.34,33.335,48.0,15.001299999999999,130,811,941,7765,0.12118480360592401,3.8825
14295,2012-08-23,3,1,8,19,0,4,1,1,29.52,33.335,51.0,6.0032,96,537,633,7765,0.0815196394075982,3.8825
14296,2012-08-23,3,1,8,20,0,4,1,1,28.7,32.574999999999996,61.0,7.0015,70,404,474,7765,0.06104314230521571,3.8825
14297,2012-08-23,3,1,8,21,0,4,1,1,28.7,32.574999999999996,61.0,8.9981,53,276,329,7765,0.042369607211848036,3.8825
14298,2012-08-23,3,1,8,22,0,4,1,2,27.880000000000003,31.819999999999997,61.0,7.0015,21,177,198,7765,0.02549903412749517,3.8825
14299,2012-08-23,3,1,8,23,0,4,1,2,27.060000000000002,31.06,69.0,0.0,24,133,157,7765,0.020218931101094656,3.8825
14300,2012-08-24,3,1,8,0,0,5,1,2,27.060000000000002,31.06,69.0,0.0,27,84,111,7582,0.014639936692165656,3.791
14301,2012-08-24,3,1,8,1,0,5,1,2,26.240000000000002,30.305,73.0,0.0,5,37,42,7582,0.0055394355051437616,3.791
14302,2012-08-24,3,1,8,2,0,5,1,1,27.060000000000002,31.06,69.0,0.0,1,15,16,7582,0.0021102611448166712,3.791
14303,2012-08-24,3,1,8,3,0,5,1,1,26.240000000000002,30.305,73.0,0.0,2,6,8,7582,0.0010551305724083356,3.791
14304,2012-08-24,3,1,8,4,0,5,1,2,26.240000000000002,30.305,73.0,0.0,2,6,8,7582,0.0010551305724083356,3.791
14305,2012-08-24,3,1,8,5,0,5,1,1,26.240000000000002,29.544999999999998,78.0,0.0,1,37,38,7582,0.005011870218939594,3.791
14306,2012-08-24,3,1,8,6,0,5,1,2,25.419999999999998,28.79,83.0,0.0,9,142,151,7582,0.019915589554207334,3.791
14307,2012-08-24,3,1,8,7,0,5,1,2,26.240000000000002,29.544999999999998,78.0,0.0,13,412,425,7582,0.05605381165919283,3.791
14308,2012-08-24,3,1,8,8,0,5,1,2,27.060000000000002,31.06,74.0,0.0,41,703,744,7582,0.0981271432339752,3.791
14309,2012-08-24,3,1,8,9,0,5,1,2,29.52,33.335,57.99999999999999,0.0,58,331,389,7582,0.05130572408335531,3.791
14310,2012-08-24,3,1,8,10,0,5,1,2,31.16,34.089999999999996,48.0,0.0,78,184,262,7582,0.03455552624637299,3.791
14311,2012-08-24,3,1,8,11,0,5,1,2,31.16,34.089999999999996,48.0,7.0015,69,212,281,7582,0.03706146135584278,3.791
14312,2012-08-24,3,1,8,12,0,5,1,2,31.16,34.089999999999996,45.0,6.0032,95,276,371,7582,0.04893168029543656,3.791
14313,2012-08-24,3,1,8,13,0,5,1,2,32.800000000000004,35.605,41.0,7.0015,79,272,351,7582,0.04629385386441572,3.791
14314,2012-08-24,3,1,8,14,0,5,1,1,31.98,34.849999999999994,43.0,7.0015,109,229,338,7582,0.044579266684252175,3.791
14315,2012-08-24,3,1,8,15,0,5,1,2,31.16,34.089999999999996,48.0,8.9981,99,251,350,7582,0.04616196254286468,3.791
14316,2012-08-24,3,1,8,16,0,5,1,2,31.16,34.089999999999996,48.0,8.9981,101,414,515,7582,0.0679240305987866,3.791
14317,2012-08-24,3,1,8,17,0,5,1,2,30.34,33.335,51.0,15.001299999999999,117,695,812,7582,0.10709575309944605,3.791
14318,2012-08-24,3,1,8,18,0,5,1,2,29.52,34.089999999999996,62.0,12.998000000000001,109,627,736,7582,0.09707201266156687,3.791
14319,2012-08-24,3,1,8,19,0,5,1,2,29.52,33.335,57.99999999999999,11.0014,106,430,536,7582,0.07069374835135848,3.791
14320,2012-08-24,3,1,8,20,0,5,1,2,28.7,32.574999999999996,65.0,15.001299999999999,66,297,363,7582,0.047876549723028225,3.791
14321,2012-08-24,3,1,8,21,0,5,1,2,28.7,32.574999999999996,61.0,11.0014,58,248,306,7582,0.04035874439461883,3.791
14322,2012-08-24,3,1,8,22,0,5,1,2,28.7,32.574999999999996,61.0,0.0,42,209,251,7582,0.03310472170931153,3.791
14323,2012-08-24,3,1,8,23,0,5,1,2,27.880000000000003,31.819999999999997,69.0,6.0032,38,140,178,7582,0.023476655236085466,3.791
14324,2012-08-25,3,1,8,0,0,6,0,2,28.7,32.574999999999996,61.0,0.0,21,114,135,6053,0.022302990252767222,3.0265
14325,2012-08-25,3,1,8,1,0,6,0,2,27.880000000000003,31.819999999999997,69.0,0.0,15,100,115,6053,0.01899884354865356,3.0265
14326,2012-08-25,3,1,8,2,0,6,0,2,27.060000000000002,31.06,74.0,6.0032,18,61,79,6053,0.013051379481248968,3.0265
14327,2012-08-25,3,1,8,3,0,6,0,1,27.060000000000002,31.06,69.0,6.0032,7,31,38,6053,0.006277878737815959,3.0265
14328,2012-08-25,3,1,8,4,0,6,0,2,27.060000000000002,31.06,69.0,7.0015,3,9,12,6053,0.0019824880224681976,3.0265
14329,2012-08-25,3,1,8,5,0,6,0,2,26.240000000000002,30.305,73.0,11.0014,4,10,14,6053,0.002312902692879564,3.0265
14330,2012-08-25,3,1,8,6,0,6,0,2,26.240000000000002,29.544999999999998,78.0,11.0014,5,25,30,6053,0.004956220056170494,3.0265
14331,2012-08-25,3,1,8,7,0,6,0,2,26.240000000000002,29.544999999999998,78.0,12.998000000000001,14,88,102,6053,0.01685114819097968,3.0265
14332,2012-08-25,3,1,8,8,0,6,0,2,27.060000000000002,31.06,74.0,16.997899999999998,29,133,162,6053,0.02676358830332067,3.0265
14333,2012-08-25,3,1,8,9,0,6,0,2,27.880000000000003,31.819999999999997,69.0,19.0012,60,228,288,6053,0.04757971253923674,3.0265
14334,2012-08-25,3,1,8,10,0,6,0,2,28.7,32.574999999999996,65.0,19.999499999999998,148,294,442,6053,0.07302164216091195,3.0265
14335,2012-08-25,3,1,8,11,0,6,0,2,29.52,34.089999999999996,62.0,19.0012,143,314,457,6053,0.0754997521889972,3.0265
14336,2012-08-25,3,1,8,12,0,6,0,3,29.52,33.335,54.0,26.0027,217,367,584,6053,0.09648108376011895,3.0265
14337,2012-08-25,3,1,8,13,0,6,0,2,29.52,33.335,51.0,23.9994,186,331,517,6053,0.08541219230133817,3.0265
14338,2012-08-25,3,1,8,14,0,6,0,3,27.060000000000002,31.06,65.0,16.997899999999998,150,332,482,6053,0.07962993556913928,3.0265
14339,2012-08-25,3,1,8,15,0,6,0,2,26.240000000000002,30.305,73.0,22.0028,79,154,233,6053,0.03849330910292417,3.0265
14340,2012-08-25,3,1,8,16,0,6,0,2,27.060000000000002,31.06,74.0,19.999499999999998,174,260,434,6053,0.07169998347926648,3.0265
14341,2012-08-25,3,1,8,17,0,6,0,2,27.060000000000002,31.06,74.0,22.0028,132,271,403,6053,0.0665785560878903,3.0265
14342,2012-08-25,3,1,8,18,0,6,0,2,27.060000000000002,31.06,69.0,31.0009,122,261,383,6053,0.06327440938377664,3.0265
14343,2012-08-25,3,1,8,19,0,6,0,2,26.240000000000002,29.544999999999998,78.0,19.999499999999998,97,257,354,6053,0.058483396662811826,3.0265
14344,2012-08-25,3,1,8,20,0,6,0,3,25.419999999999998,28.79,83.0,16.997899999999998,65,176,241,6053,0.03981496778456964,3.0265
14345,2012-08-25,3,1,8,21,0,6,0,1,25.419999999999998,28.79,83.0,23.9994,60,148,208,6053,0.03436312572278209,3.0265
14346,2012-08-25,3,1,8,22,0,6,0,1,25.419999999999998,28.79,83.0,23.9994,46,136,182,6053,0.03006773500743433,3.0265
14347,2012-08-25,3,1,8,23,0,6,0,2,25.419999999999998,28.79,83.0,16.997899999999998,34,124,158,6053,0.026102758962497936,3.0265
14348,2012-08-26,3,1,8,0,0,0,0,1,26.240000000000002,28.79,89.0,16.997899999999998,23,111,134,5255,0.02549952426260704,2.6275
14349,2012-08-26,3,1,8,1,0,0,0,1,26.240000000000002,28.79,89.0,12.998000000000001,18,116,134,5255,0.02549952426260704,2.6275
14350,2012-08-26,3,1,8,2,0,0,0,2,26.240000000000002,28.79,89.0,15.001299999999999,12,104,116,5255,0.022074215033301616,2.6275
14351,2012-08-26,3,1,8,3,0,0,0,2,26.240000000000002,28.79,89.0,16.997899999999998,11,42,53,5255,0.010085632730732635,2.6275
14352,2012-08-26,3,1,8,4,0,0,0,2,26.240000000000002,28.79,89.0,12.998000000000001,5,11,16,5255,0.003044719314938154,2.6275
14353,2012-08-26,3,1,8,5,0,0,0,1,26.240000000000002,28.79,89.0,12.998000000000001,3,13,16,5255,0.003044719314938154,2.6275
14354,2012-08-26,3,1,8,6,0,0,0,1,25.419999999999998,28.03,88.0,19.999499999999998,5,16,21,5255,0.003996194100856327,2.6275
14355,2012-08-26,3,1,8,7,0,0,0,1,26.240000000000002,28.79,89.0,12.998000000000001,11,23,34,5255,0.006470028544243577,2.6275
14356,2012-08-26,3,1,8,8,0,0,0,1,27.880000000000003,31.819999999999997,79.0,19.0012,21,112,133,5255,0.025309229305423408,2.6275
14357,2012-08-26,3,1,8,9,0,0,0,1,27.880000000000003,31.819999999999997,79.0,16.997899999999998,67,196,263,5255,0.05004757373929591,2.6275
14358,2012-08-26,3,1,8,10,0,0,0,1,30.34,34.849999999999994,66.0,26.0027,127,258,385,5255,0.07326355851569934,2.6275
14359,2012-08-26,3,1,8,11,0,0,0,1,30.34,34.849999999999994,66.0,23.9994,150,332,482,5255,0.09172216936251189,2.6275
14360,2012-08-26,3,1,8,12,0,0,0,3,29.52,34.849999999999994,74.0,23.9994,225,401,626,5255,0.11912464319695527,2.6275
14361,2012-08-26,3,1,8,13,0,0,0,3,27.060000000000002,30.305,78.0,27.999299999999998,166,375,541,5255,0.10294957183634634,2.6275
14362,2012-08-26,3,1,8,14,0,0,0,1,26.240000000000002,28.79,89.0,7.0015,125,252,377,5255,0.07174119885823026,2.6275
14363,2012-08-26,3,1,8,15,0,0,0,3,26.240000000000002,28.79,89.0,19.0012,132,259,391,5255,0.07440532825880114,2.6275
14364,2012-08-26,3,1,8,16,0,0,0,3,26.240000000000002,28.79,89.0,19.0012,57,116,173,5255,0.03292102759276879,2.6275
14365,2012-08-26,3,1,8,17,0,0,0,1,26.240000000000002,28.79,89.0,15.001299999999999,61,172,233,5255,0.04433872502378687,2.6275
14366,2012-08-26,3,1,8,18,0,0,0,2,26.240000000000002,28.79,89.0,6.0032,77,187,264,5255,0.050237868696479546,2.6275
14367,2012-08-26,3,1,8,19,0,0,0,2,26.240000000000002,28.79,89.0,11.0014,80,212,292,5255,0.05556612749762131,2.6275
14368,2012-08-26,3,1,8,20,0,0,0,1,26.240000000000002,28.79,89.0,11.0014,40,171,211,5255,0.04015223596574691,2.6275
14369,2012-08-26,3,1,8,21,0,0,0,1,26.240000000000002,28.79,83.0,8.9981,26,140,166,5255,0.03158896289248335,2.6275
14370,2012-08-26,3,1,8,22,0,0,0,1,25.419999999999998,28.03,88.0,6.0032,20,94,114,5255,0.02169362511893435,2.6275
14371,2012-08-26,3,1,8,23,0,0,0,1,25.419999999999998,28.79,83.0,6.0032,21,59,80,5255,0.015223596574690771,2.6275
14372,2012-08-27,3,1,8,0,0,1,1,1,25.419999999999998,28.79,83.0,0.0,4,28,32,6917,0.004626283070695388,3.4585
14373,2012-08-27,3,1,8,1,0,1,1,1,25.419999999999998,28.03,88.0,6.0032,3,4,7,6917,0.001011999421714616,3.4585
14374,2012-08-27,3,1,8,2,0,1,1,1,25.419999999999998,28.03,88.0,8.9981,0,8,8,6917,0.001156570767673847,3.4585
14375,2012-08-27,3,1,8,3,0,1,1,1,25.419999999999998,28.03,88.0,6.0032,1,3,4,6917,0.0005782853838369235,3.4585
14376,2012-08-27,3,1,8,4,0,1,1,1,25.419999999999998,28.79,83.0,0.0,1,11,12,6917,0.0017348561515107706,3.4585
14377,2012-08-27,3,1,8,5,0,1,1,1,25.419999999999998,28.03,88.0,0.0,4,32,36,6917,0.005204568454532312,3.4585
14378,2012-08-27,3,1,8,6,0,1,1,1,25.419999999999998,28.03,88.0,0.0,4,141,145,6917,0.020962845164088476,3.4585
14379,2012-08-27,3,1,8,7,0,1,1,1,27.060000000000002,30.305,83.0,0.0,15,418,433,6917,0.06259939280034697,3.4585
14380,2012-08-27,3,1,8,8,0,1,1,1,27.060000000000002,30.305,83.0,6.0032,29,670,699,6917,0.10105537082550238,3.4585
14381,2012-08-27,3,1,8,9,0,1,1,1,27.060000000000002,30.305,83.0,7.0015,40,302,342,6917,0.04944340031805696,3.4585
14382,2012-08-27,3,1,8,10,0,1,1,1,29.52,34.849999999999994,74.0,8.9981,63,143,206,6917,0.029781697267601562,3.4585
14383,2012-08-27,3,1,8,11,0,1,1,1,30.34,34.849999999999994,66.0,12.998000000000001,47,182,229,6917,0.03310683822466387,3.4585
14384,2012-08-27,3,1,8,12,0,1,1,1,31.16,35.605,62.0,0.0,69,214,283,6917,0.04091369090646234,3.4585
14385,2012-08-27,3,1,8,13,0,1,1,1,31.16,35.605,56.99999999999999,11.0014,77,211,288,6917,0.04163654763625849,3.4585
14386,2012-08-27,3,1,8,14,0,1,1,1,32.800000000000004,37.12,49.0,6.0032,66,180,246,6917,0.035564551105970794,3.4585
14387,2012-08-27,3,1,8,15,0,1,1,1,32.800000000000004,37.88,55.00000000000001,19.999499999999998,77,205,282,6917,0.04076911956050311,3.4585
14388,2012-08-27,3,1,8,16,0,1,1,1,32.800000000000004,37.88,55.00000000000001,16.997899999999998,77,367,444,6917,0.06418967760589851,3.4585
14389,2012-08-27,3,1,8,17,0,1,1,1,32.800000000000004,36.364999999999995,46.0,15.001299999999999,101,744,845,6917,0.1221627873355501,3.4585
14390,2012-08-27,3,1,8,18,0,1,1,1,31.98,35.605,52.0,16.997899999999998,83,751,834,6917,0.12057250252999856,3.4585
14391,2012-08-27,3,1,8,19,0,1,1,1,30.34,34.849999999999994,70.0,15.001299999999999,74,499,573,6917,0.0828393812346393,3.4585
14392,2012-08-27,3,1,8,20,0,1,1,1,30.34,34.849999999999994,70.0,12.998000000000001,50,366,416,6917,0.06014167991904005,3.4585
14393,2012-08-27,3,1,8,21,0,1,1,1,29.52,34.849999999999994,74.0,12.998000000000001,39,239,278,6917,0.04019083417666618,3.4585
14394,2012-08-27,3,1,8,22,0,1,1,1,28.7,33.335,84.0,12.998000000000001,30,131,161,6917,0.02327598669943617,3.4585
14395,2012-08-27,3,1,8,23,0,1,1,1,28.7,33.335,84.0,11.0014,35,79,114,6917,0.01648113343935232,3.4585
14396,2012-08-28,3,1,8,0,0,2,1,1,28.7,33.335,84.0,16.997899999999998,9,29,38,7040,0.005397727272727273,3.52
14397,2012-08-28,3,1,8,1,0,2,1,1,27.880000000000003,31.819999999999997,89.0,12.998000000000001,4,17,21,7040,0.0029829545454545456,3.52
14398,2012-08-28,3,1,8,2,0,2,1,1,27.880000000000003,31.819999999999997,83.0,16.997899999999998,2,13,15,7040,0.002130681818181818,3.52
14399,2012-08-28,3,1,8,3,0,2,1,1,27.060000000000002,29.544999999999998,89.0,8.9981,0,4,4,7040,0.0005681818181818182,3.52
14400,2012-08-28,3,1,8,4,0,2,1,1,27.060000000000002,30.305,83.0,8.9981,2,6,8,7040,0.0011363636363636363,3.52
14401,2012-08-28,3,1,8,5,0,2,1,2,27.060000000000002,30.305,83.0,6.0032,3,39,42,7040,0.005965909090909091,3.52
14402,2012-08-28,3,1,8,6,0,2,1,2,27.060000000000002,29.544999999999998,89.0,7.0015,3,144,147,7040,0.02088068181818182,3.52
14403,2012-08-28,3,1,8,7,0,2,1,2,27.060000000000002,30.305,83.0,7.0015,14,255,269,7040,0.03821022727272727,3.52
14404,2012-08-28,3,1,8,8,0,2,1,2,27.060000000000002,31.06,85.0,7.0015,25,668,693,7040,0.0984375,3.52
14405,2012-08-28,3,1,8,9,0,2,1,2,28.7,33.335,79.0,11.0014,44,351,395,7040,0.056107954545454544,3.52
14406,2012-08-28,3,1,8,10,0,2,1,1,30.34,34.089999999999996,62.0,16.997899999999998,39,165,204,7040,0.028977272727272727,3.52
14407,2012-08-28,3,1,8,11,0,2,1,1,31.98,36.364999999999995,55.00000000000001,16.997899999999998,47,171,218,7040,0.030965909090909093,3.52
14408,2012-08-28,3,1,8,12,0,2,1,1,32.800000000000004,37.12,49.0,19.0012,56,241,297,7040,0.0421875,3.52
14409,2012-08-28,3,1,8,13,0,2,1,1,33.62,37.12,43.0,19.999499999999998,56,232,288,7040,0.04090909090909091,3.52
14410,2012-08-28,3,1,8,14,0,2,1,1,34.44,37.12,38.0,22.0028,72,179,251,7040,0.03565340909090909,3.52
14411,2012-08-28,3,1,8,15,0,2,1,1,33.62,36.364999999999995,34.0,19.999499999999998,59,258,317,7040,0.04502840909090909,3.52
14412,2012-08-28,3,1,8,16,0,2,1,1,33.62,35.605,33.0,22.0028,84,396,480,7040,0.06818181818181818,3.52
14413,2012-08-28,3,1,8,17,0,2,1,1,32.800000000000004,34.849999999999994,35.0,26.0027,90,774,864,7040,0.12272727272727273,3.52
14414,2012-08-28,3,1,8,18,0,2,1,1,31.98,34.849999999999994,40.0,16.997899999999998,82,736,818,7040,0.11619318181818182,3.52
14415,2012-08-28,3,1,8,19,0,2,1,1,30.34,33.335,45.0,11.0014,82,515,597,7040,0.08480113636363637,3.52
14416,2012-08-28,3,1,8,20,0,2,1,1,29.52,33.335,48.0,7.0015,87,348,435,7040,0.06178977272727273,3.52
14417,2012-08-28,3,1,8,21,0,2,1,1,29.52,33.335,48.0,6.0032,38,276,314,7040,0.044602272727272727,3.52
14418,2012-08-28,3,1,8,22,0,2,1,1,28.7,32.574999999999996,54.0,0.0,20,196,216,7040,0.03068181818181818,3.52
14419,2012-08-28,3,1,8,23,0,2,1,1,27.880000000000003,31.819999999999997,56.99999999999999,0.0,17,92,109,7040,0.015482954545454546,3.52
14420,2012-08-29,3,1,8,0,0,3,1,1,27.060000000000002,31.06,69.0,0.0,8,39,47,7697,0.006106275172144991,3.8485
14421,2012-08-29,3,1,8,1,0,3,1,1,26.240000000000002,30.305,69.0,8.9981,2,12,14,7697,0.0018188904768091465,3.8485
14422,2012-08-29,3,1,8,2,0,3,1,1,25.419999999999998,29.544999999999998,73.0,8.9981,2,4,6,7697,0.0007795244900610628,3.8485
14423,2012-08-29,3,1,8,3,0,3,1,1,25.419999999999998,29.544999999999998,73.0,7.0015,0,9,9,7697,0.0011692867350915942,3.8485
14424,2012-08-29,3,1,8,4,0,3,1,1,24.599999999999998,29.544999999999998,73.0,15.001299999999999,2,8,10,7697,0.0012992074834351046,3.8485
14425,2012-08-29,3,1,8,5,0,3,1,1,24.599999999999998,29.544999999999998,73.0,12.998000000000001,3,37,40,7697,0.005196829933740418,3.8485
14426,2012-08-29,3,1,8,6,0,3,1,1,24.599999999999998,29.544999999999998,73.0,12.998000000000001,6,175,181,7697,0.023515655450175393,3.8485
14427,2012-08-29,3,1,8,7,0,3,1,1,26.240000000000002,30.305,65.0,6.0032,23,531,554,7697,0.07197609458230479,3.8485
14428,2012-08-29,3,1,8,8,0,3,1,1,27.060000000000002,31.06,61.0,11.0014,28,780,808,7697,0.10497596466155645,3.8485
14429,2012-08-29,3,1,8,9,0,3,1,1,28.7,32.574999999999996,51.0,12.998000000000001,40,308,348,7697,0.04521242042354164,3.8485
14430,2012-08-29,3,1,8,10,0,3,1,1,29.52,33.335,48.0,11.0014,34,144,178,7697,0.02312589320514486,3.8485
14431,2012-08-29,3,1,8,11,0,3,1,1,29.52,32.574999999999996,45.0,0.0,67,186,253,7697,0.032869949330908144,3.8485
14432,2012-08-29,3,1,8,12,0,3,1,1,31.16,34.089999999999996,40.0,0.0,79,281,360,7697,0.046771469403663765,3.8485
14433,2012-08-29,3,1,8,13,0,3,1,1,30.34,33.335,42.0,0.0,68,232,300,7697,0.03897622450305314,3.8485
14434,2012-08-29,3,1,8,14,0,3,1,1,31.16,34.089999999999996,40.0,6.0032,87,214,301,7697,0.03910614525139665,3.8485
14435,2012-08-29,3,1,8,15,0,3,1,1,31.16,34.089999999999996,40.0,12.998000000000001,96,242,338,7697,0.043913212940106534,3.8485
14436,2012-08-29,3,1,8,16,0,3,1,1,31.16,33.335,37.0,8.9981,104,389,493,7697,0.06405092893335065,3.8485
14437,2012-08-29,3,1,8,17,0,3,1,1,31.98,34.089999999999996,35.0,15.001299999999999,108,762,870,7697,0.1130310510588541,3.8485
14438,2012-08-29,3,1,8,18,0,3,1,1,30.34,33.335,42.0,11.0014,119,693,812,7697,0.1054956476549305,3.8485
14439,2012-08-29,3,1,8,19,0,3,1,1,28.7,32.574999999999996,54.0,12.998000000000001,120,523,643,7697,0.08353904118487722,3.8485
14440,2012-08-29,3,1,8,20,0,3,1,1,27.880000000000003,31.819999999999997,56.99999999999999,0.0,49,378,427,7697,0.05547615954267897,3.8485
14441,2012-08-29,3,1,8,21,0,3,1,1,27.060000000000002,31.06,54.0,7.0015,48,265,313,7697,0.04066519423151877,3.8485
14442,2012-08-29,3,1,8,22,0,3,1,1,27.060000000000002,31.06,54.0,0.0,50,185,235,7697,0.030531375860724956,3.8485
14443,2012-08-29,3,1,8,23,0,3,1,1,27.060000000000002,31.06,56.99999999999999,0.0,34,123,157,7697,0.02039755748993114,3.8485
14444,2012-08-30,3,1,8,0,0,4,1,1,26.240000000000002,30.305,69.0,0.0,14,51,65,7713,0.008427330481006093,3.8565
14445,2012-08-30,3,1,8,1,0,4,1,1,26.240000000000002,30.305,65.0,0.0,6,17,23,7713,0.0029819784778944637,3.8565
14446,2012-08-30,3,1,8,2,0,4,1,1,25.419999999999998,29.544999999999998,73.0,0.0,3,14,17,7713,0.002204071048878517,3.8565
14447,2012-08-30,3,1,8,3,0,4,1,1,25.419999999999998,29.544999999999998,73.0,0.0,0,5,5,7713,0.0006482561908466226,3.8565
14448,2012-08-30,3,1,8,4,0,4,1,1,25.419999999999998,29.544999999999998,73.0,0.0,4,4,8,7713,0.001037209905354596,3.8565
14449,2012-08-30,3,1,8,5,0,4,1,1,25.419999999999998,29.544999999999998,73.0,0.0,2,33,35,7713,0.004537793335926358,3.8565
14450,2012-08-30,3,1,8,6,0,4,1,1,24.599999999999998,28.03,83.0,11.0014,8,155,163,7713,0.021133151821599895,3.8565
14451,2012-08-30,3,1,8,7,0,4,1,1,26.240000000000002,30.305,73.0,0.0,31,501,532,7713,0.06897445870608064,3.8565
14452,2012-08-30,3,1,8,8,0,4,1,1,27.060000000000002,31.06,65.0,0.0,53,701,754,7713,0.09775703357967068,3.8565
14453,2012-08-30,3,1,8,9,0,4,1,1,28.7,32.574999999999996,57.99999999999999,0.0,57,339,396,7713,0.051341890315052506,3.8565
14454,2012-08-30,3,1,8,10,0,4,1,1,29.52,33.335,54.0,0.0,73,161,234,7713,0.030338389731621937,3.8565
14455,2012-08-30,3,1,8,11,0,4,1,1,31.16,34.089999999999996,40.0,6.0032,85,191,276,7713,0.035783741734733567,3.8565
14456,2012-08-30,3,1,8,12,0,4,1,1,31.16,34.089999999999996,45.0,8.9981,73,221,294,7713,0.03811746402178141,3.8565
14457,2012-08-30,3,1,8,13,0,4,1,1,31.16,34.089999999999996,48.0,7.0015,76,214,290,7713,0.03759885906910411,3.8565
14458,2012-08-30,3,1,8,14,0,4,1,1,31.16,34.089999999999996,48.0,8.9981,74,199,273,7713,0.035394788020225595,3.8565
14459,2012-08-30,3,1,8,15,0,4,1,1,32.800000000000004,36.364999999999995,46.0,11.0014,99,239,338,7713,0.04382211850123169,3.8565
14460,2012-08-30,3,1,8,16,0,4,1,1,32.800000000000004,36.364999999999995,43.0,11.0014,77,405,482,7713,0.06249189679761442,3.8565
14461,2012-08-30,3,1,8,17,0,4,1,1,33.62,36.364999999999995,34.0,15.001299999999999,93,751,844,7713,0.1094256450149099,3.8565
14462,2012-08-30,3,1,8,18,0,4,1,1,32.800000000000004,35.605,38.0,8.9981,109,744,853,7713,0.11059250615843381,3.8565
14463,2012-08-30,3,1,8,19,0,4,1,1,31.16,34.089999999999996,48.0,8.9981,78,532,610,7713,0.07908725528328796,3.8565
14464,2012-08-30,3,1,8,20,0,4,1,1,30.34,34.089999999999996,57.99999999999999,11.0014,68,403,471,7713,0.061065733177751845,3.8565
14465,2012-08-30,3,1,8,21,0,4,1,1,29.52,34.089999999999996,66.0,8.9981,32,275,307,7713,0.039802930117982624,3.8565
14466,2012-08-30,3,1,8,22,0,4,1,1,28.7,32.574999999999996,70.0,0.0,38,253,291,7713,0.037728510307273436,3.8565
14467,2012-08-30,3,1,8,23,0,4,1,1,28.7,33.335,74.0,7.0015,19,133,152,7713,0.019706988201737326,3.8565
14468,2012-08-31,3,1,8,0,0,5,1,1,27.880000000000003,31.819999999999997,83.0,11.0014,13,69,82,7350,0.011156462585034013,3.675
14469,2012-08-31,3,1,8,1,0,5,1,1,27.880000000000003,31.819999999999997,83.0,11.0014,8,24,32,7350,0.004353741496598639,3.675
14470,2012-08-31,3,1,8,2,0,5,1,1,27.060000000000002,29.544999999999998,89.0,8.9981,9,11,20,7350,0.0027210884353741495,3.675
14471,2012-08-31,3,1,8,3,0,5,1,1,27.060000000000002,29.544999999999998,89.0,7.0015,3,2,5,7350,0.0006802721088435374,3.675
14472,2012-08-31,3,1,8,4,0,5,1,1,26.240000000000002,28.79,89.0,8.9981,0,7,7,7350,0.0009523809523809524,3.675
